word,phonetic,pos,meaning_cn,level,gaokao_frequency,word_family,tags
responsibility,/riˌspɑnsəˈbɪləti/,n.,责任；负责,2,high,,description
responsible,/riˈspɑnsəbəl/,adj.,有责任的；负责的,2,medium,,description
rest,/ˈrɛst/,n./v.,休息；睡眠,1,high,,action
restaurant,/ˈrɛsˌtrɑnt/,n.,饭馆；饭店,1,high,,description
restore,/rɪˈstɔr/,v.,回复；恢复,3,medium,,action
restrict,/riˈstrɪkt/,v.,限制,4,low,,action
restriction,/riˈstrɪkʃən/,n.,限制；约束,3,medium,,description
result,/riˈzəlt/,n./v.,结果；起因,1,high,,action
retire,/ˌriˈtaɪɝ/,n./v.,退休,2,high,,action
return,/riˈtɝn/,n./v./adj.,归还,1,high,,action
reveal,/riˈvil/,n./v.,露出；显示,4,low,,action
review,/ˌrivˈju/,n./v.,重新调查；回顾,2,high,,mystery
revise,/riˈvaɪz/,n./v.,校订；修正,4,low,,action
revision,/riˈvɪʒən/,n.,复习；温习,4,low,,description
revolution,/ˌrɛvəˈluʃən/,n.,革命；变革,3,medium,,description
reward,/riˈwɔrd/,n./v.,报答；报酬,2,high,,action
rhyme,/ˈraɪm/,n./v.,押韵,4,low,,action
rice,/ˈraɪs/,n./v.,稻米；米饭,3,medium,,action
rich,/ˈrɪtʃ/,adj.,富裕的；有钱的,1,high,,description
rid,/ˈrɪd/,v.,使摆脱,2,high,,action
riddle,/ˈrɪdəl/,n./v.,谜,4,low,,mystery
ride,/ˈraɪd/,n./v.,骑；乘车,2,high,,action
ridiculous,/rɪˈdɪkjələs/,adj.,荒谬的；愚蠢的,4,low,,description
right,/ˈraɪt/,n./v./adj./adv.,权利；右边,1,high,,action
rigid,/ˈrɪdʒəd/,adj.,死板的；僵硬的,4,low,,description
ring,/ˈrɪŋ/,n./v.,环；环形物,2,medium,,action
ripe,/ˈraɪp/,adj.,成熟的；熟的,4,low,,description
rise,/ˈraɪz/,n./v.,上升；起身,1,high,,action
risk,/ˈrɪsk/,n./v.,危险；风险,1,high,,action
river,/ˈrɪvɝ/,n.,江；河,2,high,,nature
road,/ˈroʊd/,n.,路；道路,1,high,,description
roast,/ˈroʊst/,n./v./adj.,烤；烤肉,4,low,,action
robot,/ˈroʊˌbɑt/,n.,机器人,4,low,,science
rock,/ˈrɑk/,n./v.,岩石；大石头,2,high,,action
rocket,/ˈrɑkət/,n./v.,火箭,4,low,,action
role,/ˈroʊl/,n.,角色,2,high,,description
roll,/ˈroʊl/,n./v.,滚动；打滚,2,high,,action
romantic,/roʊˈmæntɪk/,adj.,浪漫的；风流的,4,low,,description
roof,/ˈruf/,n./v.,屋顶；顶部,3,medium,,action
room,/ˈrum/,n./v.,房间；室,1,high,,action
root,/ˈrut/,n./v.,根；根源,2,medium,,action
rope,/ˈroʊp/,n./v.,绳；索,4,low,,action
rose,/ˈroʊz/,n./v./adj.,玫瑰花,2,high,,action
rough,/ˈrəf/,n./v./adj./adv.,粗糙的；粗略的,3,medium,,action
round,/ˈraʊnd/,prep.,转过来；环绕一周,2,high,,description
route,/ˈraʊt/,n./v.,路径；途径,3,medium,,action
routine,/ruˈtin/,n./adj.,常规；正常顺序,3,medium,,description
row,/ˈroʊ/,n./v.,排；行,2,medium,,action
royal,/ˈrɔɪəl/,n./adj.,皇家的；王室的,3,medium,,description
rubber,/ˈrəbɝ/,n./v.,橡胶；合成橡胶,3,medium,,action
rubbish,/ˈrəbɪʃ/,n.,垃圾；废物,3,medium,,description
rude,/ˈrud/,adj.,无理的；粗鲁的,3,medium,,description
rugby,/ˈrəɡbi/,n.,橄榄球,4,low,,description
ruin,/ˈruən/,n./v.,毁坏；毁灭,2,high,,action
rule,/ˈrul/,n./v.,规则；规定,1,high,,action
ruler,/ˈrulɝ/,n.,统治者；直尺,4,low,,description
run,/ˈrən/,n./v./adj.,跑；褪色,1,high,,action
runner,/ˈrənɝ/,n.,赛跑者；操作者,3,medium,,description
running,/ˈrənɪŋ/,n./adj.,跑步,2,high,,description
rural,/ˈrʊrəl/,adj.,乡下的；田园的,4,low,,description
rush,/ˈrəʃ/,n./v./adj.,奔跑；冲,1,high,,action
russia,/ˈrəʃə/,n.,俄罗斯；俄国,4,low,,description
russian,/ˈrəʃən/,n./adj.,俄国人的；俄语的,3,low,,description
sacred,/ˈseɪkrəd/,adj.,害怕；恐惧,4,low,,emotion
sacrifice,/ˈsækrəˌfaɪs/,n./v.,牺牲,3,medium,,action
sad,/ˈsæd/,adj.,悲伤的,2,medium,,emotion
safe,/ˈseɪf/,n./adj.,安全的；保险柜,1,high,,description
safety,/ˈseɪfti/,n./v.,安全；保险,2,high,,action
sail,/ˈseɪl/,n./v.,航行；开航,3,medium,,action
salad,/ˈsæləd/,n.,色拉,3,low,,description
salary,/ˈsælɝi/,n./v.,薪金；薪水,4,low,,action
sale,/ˈseɪl/,n.,卖；出售,2,high,,description
salesman,/ˈseɪlzmən/,n.,男售货员,4,low,,description
saleswoman,/ˈseɪlzˌwʊmən/,n.,女售货员,4,low,,description
salt,/ˈsɔlt/,n./v./adj.,盐,3,medium,,action
salty,/ˈsɔlti/,adj.,盐的；咸的,4,low,,description
same,/ˈseɪm/,adj./adv./pron.,同样的事；同样的,1,high,,action
sample,/ˈsæmpəl/,n./v.,样品；范例,4,low,,action
sand,/ˈsænd/,n./v.,沙；沙子,3,low,,action
sandwich,/ˈsæmwɪtʃ/,n./v.,三明治,4,low,,action
satellite,/ˈsætəˌlaɪt/,n.,卫星,3,low,,description
satisfaction,/ˌsætəsˈfækʃən/,n.,满意,3,low,,description
satisfy,/ˈsætəsˌfaɪ/,v.,满足；使满意,2,high,,action
saturday,/ˈsæˌtɪˌdeɪ/,n.,星期六,2,high,,description
sauce,/ˈsɔs/,n./v.,酱汁；调味汁,4,low,,action
saucer,/ˈsɔsɝ/,n.,茶碟；茶托,4,low,,description
sausage,/ˈsɔsədʒ/,n.,香肠；腊肠,4,low,,description
save,/ˈseɪv/,n./v./prep.,救；挽救,1,high,,action
saving,/ˈseɪvɪŋ/,n./adj./prep.,存款；挽救,2,high,,description
say,/ˈseɪ/,n./v.,说；讲,1,high,,action
saying,/ˈseɪɪŋ/,n.,说；俗话,1,high,,description
scan,/ˈskæn/,n./v.,浏览；扫描,4,low,,action
scare,/ˈskɛr/,n./v.,惊吓；受惊,2,high,,action
scarf,/ˈskɑrf/,n./v.,领巾；围巾,4,low,,action
scene,/ˈsin/,n.,一场；场景,2,high,,description
schedule,/ˈskɛdʒul/,n./v.,工作计划；日程安排,2,high,,action
scholar,/ˈskɑlɝ/,n.,学者,2,medium,,description
scholarship,/ˈskɑlɝˌʃɪp/,n.,奖学金,4,low,,description
school,/ˈskul/,n./v.,学校,1,high,,education
science,/ˈsaɪəns/,n.,科学；自然科学,1,high,,"nature,science"
scientific,/ˌsaɪənˈtɪfɪk/,adj.,科学的,2,high,,science
scientist,/ˈsaɪəntɪst/,n.,科学家,1,high,,science
scissors,/ˈsɪzɝz/,n.,剪刀；剪子,4,low,,description
score,/ˈskɔr/,n./v.,得分；分数,2,medium,,action
scotland,/ˈskɑtlənd/,n.,苏格兰,3,low,,description
scottish,/ˈskɑtɪʃ/,adj.,苏格兰的；苏格兰人,3,medium,,description
scream,/ˈskrim/,n./v.,尖叫,3,medium,,action
screen,/ˈskrin/,n./v.,幕；荧光屏,2,high,,action
sculpture,/ˈskəlptʃɝ/,n./v.,雕塑；雕刻,3,medium,,action
sea,/ˈsi/,n.,海；海洋,2,medium,,nature
seal,/ˈsil/,n./v.,封条；图章,4,low,,action
search,/ˈsɝtʃ/,n./v.,搜寻；搜查,1,high,,action
season,/ˈsizən/,n./v.,季；季节,1,high,,action
seat,/ˈsit/,n./v.,座位；使坐下,1,high,,action
second,/ˈsɛkənd/,n./v./adj./num.,秒；第二,1,high,,action
secondary,/ˈsɛkənˌdɛri/,adj.,中级的；中等的,4,low,,description
secret,/ˈsikrət/,n./adj.,秘密；秘密的,2,high,,mystery
secretary,/ˈsɛkrəˌtɛri/,n.,秘书；书记,4,low,,description
section,/ˈsɛkʃən/,n./v.,段；部分,2,medium,,action
secure,/sɪkˈjʊr/,v./adj.,安心的；安全的,3,medium,,action
security,/sɪkˈjʊrəti/,n.,安全；平安,3,medium,,description
see,/ˈsi/,n./v.,看见；查看,1,high,,action
seed,/ˈsid/,n./v.,种子,3,medium,,action
seek,/ˈsik/,v.,试图；探寻,1,high,,action
seem,/ˈsim/,v.,似乎；好像,1,high,,action
seize,/ˈsiz/,v.,抓住,3,low,,action
seldom,/ˈsɛldəm/,adj./adv.,很少；不常,2,high,,action
select,/səˈlɛkt/,n./v./adj.,选择；优等的,1,high,,action
self,/ˈsɛlf/,n./v./adj.,自己；自我,3,medium,,action
sell,/ˈsɛl/,n./v.,卖；售,1,high,,action
send,/ˈsɛnd/,n./v.,打发；派遣,1,high,,action
senior,/ˈsinjɝ/,n./adj.,年长者；资深者,3,low,,description
sense,/ˈsɛns/,n./v.,感觉；感觉到,1,high,,action
sensitive,/ˈsɛnsətɪv/,adj.,体贴的；善解人意的,3,medium,,description
sentence,/ˈsɛntəns/,n./v.,句子；判决,3,low,,action
separate,/ˈsɛpɝˌeɪt/,n./v./adj.,分开的；分离,2,high,separately,action
separately,/ˈsɛpɝətli/,adv.,单独地；各自地,4,low,separate,action
separation,/ˌsɛpɝˈeɪʃən/,n.,分离；隔离,4,low,,description
september,/sɛpˈtɛmbɝ/,n.,月,2,medium,,description
series,/ˈsɪriz/,n.,串联；序列,2,medium,,description
serious,/ˈsɪriəs/,adj.,严肃的；严重的,1,high,,description
servant,/ˈsɝvənt/,n.,仆人；佣人,4,low,,description
serve,/ˈsɝv/,n./v.,招待；服务,1,high,,action
service,/ˈsɝvəs/,n./v./adj.,服务,1,high,,action
session,/ˈsɛʃən/,n.,一场；一节,3,medium,,description
set,/ˈsɛt/,n./v./adj.,释放；安置,1,high,,action
setting,/ˈsɛtɪŋ/,n.,环境；背景,2,high,,nature
settle,/ˈsɛtəl/,n./v.,安家；定居,1,high,settlement,action
settlement,/ˈsɛtəlmənt/,n.,新拓居地；部落,3,medium,settle,description
seven,/ˈsɛvən/,num.,七,2,medium,,description
seventeen,/ˈsɛvənˈtin/,num.,十七,4,low,,description
seventh,/ˈsɛvənθ/,num.,第七,4,low,,description
seventy,/ˈsɛvəni/,num.,七十,4,low,,description
several,/ˈsɛvɝəl/,adj./pron.,几个；数个,1,high,,description
severe,/səˈvɪr/,adj.,极为恶劣；十分严重的,3,low,,description
sew,/ˈsoʊ/,v.,缝；缝制,4,low,,action
sex,/ˈsɛks/,n./v.,性；性别,3,low,,action
shade,/ˈʃeɪd/,n./v.,阴凉处；树荫处,3,medium,,action
shadow,/ˈʃæˌdoʊ/,n./v.,影子；阴影,3,low,,action
shake,/ˈʃeɪk/,n./v.,动摇；震动,2,medium,,action
shall,/ˈʃæl/,v.,将,4,low,,action
shallow,/ˈʃæloʊ/,n./v./adj.,浅的；不深的,4,low,,action
shame,/ˈʃeɪm/,n./v.,遗憾的事；羞愧,4,low,,action
shape,/ˈʃeɪp/,n./v.,形状；外形,2,high,,action
share,/ˈʃɛr/,n./v.,分享；股票,1,high,,action
shark,/ˈʃɑrk/,n./v.,鲨鱼,4,low,,action
sharp,/ˈʃɑrp/,n./adj./adv.,锋利的；尖的,2,medium,,action
shave,/ˈʃeɪv/,n./v.,刮,4,low,,action
she,/ˈʃi/,pron.,她,1,high,,description
sheep,/ˈʃip/,n.,羊；羊皮,4,low,,description
sheet,/ˈʃit/,n./v./adj.,成幅的薄片；薄板,3,medium,,action
shelf,/ˈʃɛlf/,n.,架子；搁板,3,low,,description
shelter,/ˈʃɛltɝ/,n./v.,掩蔽；隐蔽处,3,medium,,action
shift,/ˈʃɪft/,n./v.,变化；移动,4,low,,action
shine,/ˈʃaɪn/,n./v.,阳光；晴天,3,medium,,action
ship,/ˈʃɪp/,n./v.,船；轮船,2,medium,,action
shirt,/ˈʃɝt/,n.,男衬衫,3,medium,,description
shock,/ˈʃɑk/,n./v./adj.,使震惊；震惊,3,medium,,action
shoe,/ˈʃu/,n./v.,鞋,2,high,,action
shoot,/ˈʃut/,n./v.,射击；狩猎,4,low,,action
shooting,/ˈʃutɪŋ/,n.,射击,3,low,,description
shop,/ˈʃɑp/,n./v.,买东西；商店,1,high,,action
shopping,/ˈʃɑpɪŋ/,n.,买东西,2,high,,description
shore,/ˈʃɔr/,n./v.,滨；岸,3,medium,,action
short,/ˈʃɔrt/,n./v./adj./adv.,短的；矮的,1,high,shortly,action
shortage,/ˈʃɔrtədʒ/,n.,不足；缺乏,4,low,,description
shortly,/ˈʃɔrtli/,adv.,不久,3,low,short,action
shorts,/ˈʃɔrts/,n.,短裤；运动短裤,4,low,,description
shot,/ˈʃɑt/,n./v./adj.,射击；开枪,2,medium,,action
should,/ˈʃʊd/,v.,应该；将要,1,high,,action
shoulder,/ˈʃoʊldɝ/,n./v.,肩膀；路肩,2,high,,action
shout,/ˈʃaʊt/,n./v.,喊；高声呼喊,2,high,,action
show,/ˈʃoʊ/,n./v.,展示；展览,1,high,,action
shower,/ˈʃaʊɝ/,n./v.,阵雨；淋浴,3,medium,,action
shrink,/ˈʃrɪŋk/,n./v.,缩小；收缩,4,low,,action
shut,/ˈʃət/,n./v.,关上；封闭,3,low,,action
shy,/ˈʃaɪ/,n./v./adj.,惊跳；惊避,3,medium,,action
sick,/ˈsɪk/,n./v./adj.,有病；患病的,2,medium,,action
side,/ˈsaɪd/,n./v./adj.,边；旁边,1,high,,action
sigh,/ˈsaɪ/,n./v.,叹息,3,medium,,action
sight,/ˈsaɪt/,n./v./adj.,情景；风景,1,high,,action
sign,/ˈsaɪn/,n./v.,符号；签字,1,high,,action
signal,/ˈsɪɡnəl/,n./v./adj.,信号；暗号,2,high,,action
signature,/ˈsɪɡnətʃɝ/,n.,签名,4,low,,description
significance,/səɡˈnɪfɪkəns/,n.,重要性；意义,3,medium,,description
significant,/səɡˈnɪfɪkənt/,adj.,重要的；有效的,2,high,,description
silence,/ˈsaɪləns/,n./v./interj.,安静；沉默,2,high,,action
silent,/ˈsaɪlənt/,adj.,沉默的；安静的,2,high,,description
silk,/ˈsɪlk/,n./adj.,丝；丝织品,4,low,,description
silly,/ˈsɪli/,adj.,傻的；愚蠢的,3,medium,,description
silver,/ˈsɪlvɝ/,n./v./adj.,银,3,medium,,action
similar,/ˈsɪməlɝ/,n./adj.,相似的；像,1,high,,description
simple,/ˈsɪmpəl/,n./adj.,简单的；简易的,1,high,,description
simply,/ˈsɪmpli/,adv.,简单地；的确,1,high,,action
since,/ˈsɪns/,conj.,自；以后,1,high,,description
sincerely,/sɪnˈsɪrli/,adv.,真诚地,4,low,,action
sing,/ˈsɪŋ/,n./v.,唱；唱歌,2,high,,action
singer,/ˈsɪŋɝ/,n.,歌唱家；歌手,4,low,,description
single,/ˈsɪŋɡəl/,n./v./adj.,单一的；单个的,2,high,,action
sink,/ˈsɪŋk/,n./v.,洗涤槽；污水槽,4,low,,action
sir,/ˈsɝ/,n.,先生；阁下,3,medium,,description
sister,/ˈsɪstɝ/,n./v.,姐；妹,2,medium,,action
sit,/ˈsɪt/,n./v.,坐,1,high,,action
site,/ˈsaɪt/,n./v.,位置；场所,3,low,,action
situation,/ˌsɪtʃuˈeɪʃən/,n.,形势；情况,1,high,,description
six,/ˈsɪks/,num.,六,1,high,,description
sixteen,/ˈsɪkˈstin/,num.,十六,4,low,,description
sixth,/ˈsɪksθ/,num.,第六,3,low,,description
sixty,/ˈsɪksti/,num.,六十,3,medium,,description
size,/ˈsaɪz/,n./v./adj.,尺寸；大小,1,high,,action
skate,/ˈskeɪt/,n./v.,滑冰；溜冰鞋,4,low,,action
skateboard,/ˈskeɪtˌbɔrd/,n.,冰鞋；滑板,4,low,,description
ski,/ˈski/,n./v.,滑雪板；滑雪,4,low,,action
skill,/ˈskɪl/,n.,技能；技巧,1,high,,description
skilled,/ˈskɪld/,adj.,熟练的；有技能的,3,medium,,description
skin,/ˈskɪn/,n./v.,皮；皮肤,3,medium,,action
skip,/ˈskɪp/,n./v.,蹦蹦跳跳；跳绳,3,medium,,action
skirt,/ˈskɝt/,n./v.,女裙,4,low,,action
sky,/ˈskaɪ/,n./v.,天；天空,1,high,,action
slave,/ˈsleɪv/,n./v.,奴隶,4,low,,action
slavery,/ˈsleɪvɝi/,n.,奴隶制度,4,low,,description
sleep,/ˈslip/,n./v.,睡觉,1,high,,action
sleepy,/ˈslipi/,adj.,想睡的；困倦的,4,low,,description
sleeve,/ˈsliv/,n./v.,袖子；袖套,4,low,,action
slice,/ˈslaɪs/,n./v.,片；切,3,medium,,action
slide,/ˈslaɪd/,n./v.,幻灯片；滑道,3,low,,action
slight,/ˈslaɪt/,n./v./adj.,轻微的；细小的,3,low,slightly,action
slightly,/ˈslaɪtli/,adv.,稍微；略微,2,high,slight,action
slim,/ˈslɪm/,v./adj.,苗条的；纤细的,4,low,,action
slip,/ˈslɪp/,n./v./adj.,纸片；滑落,3,medium,,action
slow,/ˈsloʊ/,v./adj./adv.,缓慢的；使减速,2,high,,action
small,/ˈsmɔl/,n./adj./adv.,小的；少的,1,high,,action
smart,/ˈsmɑrt/,n./v./adj.,聪明的；漂亮的,2,high,,action
smell,/ˈsmɛl/,n./v.,味道；气味,2,high,,action
smile,/ˈsmaɪl/,n./v.,微笑,1,high,,action
smog,/ˈsmɑɡ/,n.,烟雾,3,medium,,description
smoke,/ˈsmoʊk/,n./v.,烟；冒烟,2,high,,action
smooth,/ˈsmuð/,n./v./adj.,光滑的；使光滑,3,medium,,action
snack,/ˈsnæk/,n./v.,小吃,3,medium,,action
snake,/ˈsneɪk/,n./v.,蛇；蛇般爬行,4,low,,action
sneeze,/ˈsniz/,n./v.,打喷嚏,4,low,,action
snow,/ˈsnoʊ/,n./v.,雪；下雪,2,high,,action
snowy,/ˈsnoʊi/,adj.,雪的；下雪的,4,low,,description
so,/ˈsoʊ/,conj.,如此；这么,1,high,,description
soap,/ˈsoʊp/,n./v.,肥皂,4,low,,action
soccer,/ˈsɑkɝ/,n.,英式足球,3,medium,,description
social,/ˈsoʊʃəl/,n./adj.,社会的；社交的,1,high,,social
socialism,/ˈsoʊʃəˌlɪzəm/,n.,社会主义,4,low,,social
socialist,/ˈsoʊʃələst/,n.,社会主义的,4,low,,social
society,/səˈsaɪəti/,n.,社会,2,medium,,social
sock,/ˈsɑk/,n./v./adj./adv.,短袜,4,low,,action
sofa,/ˈsoʊfə/,n.,沙发,3,medium,,description
soft,/ˈsɑft/,n./adj./adv.,软的；温和的,2,high,,action
software,/ˈsɔfˌwɛr/,n.,软件,3,low,,description
soil,/ˈsɔɪl/,n./v.,土壤；土地,3,medium,,action
solar,/ˈsoʊlɝ/,adj.,太阳的,3,low,,description
soldier,/ˈsoʊldʒɝ/,n./v.,士兵；战士,4,low,,action
solid,/ˈsɑləd/,n./adj.,结实的；固体的,4,low,,description
solution,/səˈluʃən/,n.,解决；解答,3,medium,,description
solve,/ˈsɑlv/,v.,解决；付给,3,low,,action
some,/ˈsəm/,pron.,一些；若干,1,high,,description
somebody,/ˈsəmˌbɑdi/,pron.,某人；有人,2,high,,description
somehow,/ˈsəmˌhaʊ/,adv.,不知何故,3,low,,action
someone,/ˈsəmˌwən/,pron.,某一个人,1,high,,description
something,/ˈsəmθɪŋ/,pron.,某事；某物,1,high,,description
sometimes,/ˈsəmˌtaɪmz/,adv.,有时,1,high,,action
somewhat,/ˈsəmˈwət/,n./adv.,某物；几分,4,low,,action
somewhere,/ˈsəmˌwɛr/,adv.,在某处,3,medium,,action
son,/ˈsən/,n.,儿子,1,high,,description
song,/ˈsɔŋ/,n.,歌唱；歌曲,2,medium,,description
soon,/ˈsun/,adv.,不久；很快,1,high,,action
sorrow,/ˈsɑroʊ/,n./v.,悲伤；悲痛,3,medium,,emotion
sorry,/ˈsɑri/,adj.,对不起；抱歉,2,high,,description
sort,/ˈsɔrt/,n./v.,把；分类,2,high,,action
soul,/ˈsoʊl/,n./adj.,灵魂；心灵,4,low,,description
sound,/ˈsaʊnd/,n./v./adj./adv.,听起来；发出声音,1,high,,action
soup,/ˈsup/,n./v.,汤,3,medium,,action
sour,/ˈsaʊɝ/,n./v./adj.,酸的；馊的,4,low,,action
source,/ˈsɔrs/,n.,来源；水源,2,high,,description
south,/ˈsaʊθ/,n./v./adj./adv.,南方；南,1,high,,action
southern,/ˈsəðɝn/,n./adj.,南部的；南方的,3,medium,,description
southwest,/ˌsaʊθˈwɛst/,n./adj./adv.,西南,3,medium,,action
sow,/ˈsaʊ/,n./v.,播种,4,low,,action
space,/ˈspeɪs/,n./v.,空间,1,high,,action
spare,/ˈspɛr/,n./v./adj.,空闲的；省用,3,medium,,action
speak,/ˈspik/,v.,说；说话,1,high,,action
speaker,/ˈspikɝ/,n.,演讲人；演说家,2,high,,description
special,/ˈspɛʃəl/,n./adj.,特别的；专门的,1,high,,description
specialist,/ˈspɛʃələst/,n./adj.,专家；专科医生,3,medium,,description
species,/ˈspiʃiz/,n.,种；类,3,low,,description
specific,/spəˈsɪfɪk/,n./adj.,明确的；具体的,2,high,,description
speech,/ˈspitʃ/,n.,演讲,2,high,,description
speed,/ˈspid/,n./v.,速度；加速,2,high,,action
spell,/ˈspɛl/,n./v.,拼写,3,medium,,action
spend,/ˈspɛnd/,v.,度过；花费,1,high,,action
spin,/ˈspɪn/,n./v.,旋转,4,low,,action
spirit,/ˈspɪrət/,n./v.,精神,2,high,,action
spiritual,/ˈspɪrɪˌtʃuəl/,n./adj.,精神的；心灵的,3,medium,,description
splendid,/ˈsplɛndɪd/,adj.,灿烂的；辉煌的,4,low,,description
split,/ˈsplɪt/,n./v./adj.,撕开；切开,3,low,,action
sponsor,/ˈspɑnsɝ/,n./v.,发起者；发起,3,medium,,action
spoon,/ˈspun/,n./v.,匙；调羹,3,medium,,action
sport,/ˈspɔrt/,n./v./adj.,体育运动；锻炼,1,high,,action
spot,/ˈspɑt/,n./v./adj.,斑点；污点,2,high,,action
spray,/ˈspreɪ/,n./v.,水雾；喷雾喷洒,4,low,,action
spread,/ˈsprɛd/,n./v./adj.,延伸；展开,2,high,,action
spring,/ˈsprɪŋ/,n./v./adj.,春天；泉水,2,high,,action
spy,/ˈspaɪ/,n./v.,密探；间谍,4,low,,action
square,/ˈskwɛr/,n./v./adj./adv.,正方形；街区,3,medium,,action
squeeze,/ˈskwiz/,n./v.,捏；压榨,3,medium,,action
stability,/stəˈbɪlɪti/,n.,安定；稳定性,4,low,,description
stable,/ˈsteɪbəl/,n./v./adj.,稳固的；牢固的,3,medium,,action
stadium,/ˈsteɪdiəm/,n.,体育场,4,low,,description
staff,/ˈstæf/,n./v./adj.,全体职工；为,2,medium,,action
stage,/ˈsteɪdʒ/,n./v.,舞台；阶段,2,high,,action
stair,/ˈstɛr/,n.,楼梯,3,low,,description
stamp,/ˈstæmp/,n./v.,邮票,4,low,,action
stand,/ˈstænd/,n./v.,站；立场,1,high,,action
standard,/ˈstændɝd/,n./adj.,标准,2,high,,description
star,/ˈstɑr/,n./v.,星；恒星,1,high,,action
stare,/ˈstɛr/,n./v.,盯；凝视,3,low,,action
start,/ˈstɑrt/,n./v.,开始；出发,1,high,,action
starve,/ˈstɑrv/,v.,饿死,4,low,,action
state,/ˈsteɪt/,n./v./adj.,状态；国家,1,high,statement,action
statement,/ˈsteɪtmənt/,n.,声明；陈诉,2,medium,state,description
station,/ˈsteɪʃən/,n./v.,车站；电台,1,high,,action
statistic,/stəˈtɪstɪk/,n./adj.,统计量；统计的,4,low,,description
statistics,/stəˈtɪstɪks/,n.,统计数字；统计资料,2,medium,,description
statue,/ˈstæˌtʃu/,n./v.,法令；法规,4,low,,action
status,/ˈstætəs/,n.,法律地位,3,medium,,description
stay,/ˈsteɪ/,n./v.,停留；逗留,1,high,,action
steady,/ˈstɛdi/,v./adj.,稳固的；平稳的,2,medium,,action
steak,/ˈsteɪk/,n.,牛排；肉排,4,low,,description
steal,/ˈstil/,v.,偷；窃取,4,low,,action
steam,/ˈstim/,n./v./adj.,蒸气；冒热气,3,medium,,action
steel,/ˈstil/,n./v./adj.,钢；钢铁,4,low,,action
steep,/ˈstip/,n./v./adj.,险峻的；陡峭的,4,low,,action
step,/ˈstɛp/,n./v.,脚步；台阶,1,high,,action
stick,/ˈstɪk/,n./v.,棍；棒,2,high,,action
still,/ˈstɪl/,n./v./adj./adv./conj.,不动的；平静的,1,high,,action
stimulate,/ˈstɪmjəˌleɪt/,v.,刺激；激励,4,low,,action
stomach,/ˈstəmək/,n./v.,胃；胃部,3,low,,action
stone,/ˈstoʊn/,n./v./adj.,石头；石料,2,medium,,action
stop,/ˈstɑp/,n./v.,停；站,1,high,,action
storage,/ˈstɔrədʒ/,n.,贮藏；储存,4,low,,description
store,/ˈstɔr/,n./v./adj.,商店；储藏,1,high,,action
storm,/ˈstɔrm/,n./v.,风暴；暴雨,2,medium,,action
story,/ˈstɔri/,n.,故事；小说,1,high,,description
stove,/ˈstoʊv/,n./v.,火炉；煤炉,4,low,,action
straight,/ˈstreɪt/,n./adj./adv.,一直的；直的,2,medium,,action
straightforward,/ˈstreɪtˈfɔrwɝd/,adj.,简单的；坦率的,4,low,,description
strait,/ˈstreɪt/,n./adj.,海峡,4,low,,description
strange,/ˈstreɪndʒ/,adj.,奇怪；奇特的,1,high,,description
stranger,/ˈstreɪndʒɝ/,n.,陌生人；外人,1,high,,description
strategy,/ˈstrætədʒi/,n.,战略；策略,4,low,,description
straw,/ˈstrɔ/,n./adj.,稻草,4,low,,description
strawberry,/ˈstrɔˌbɛri/,n.,草莓,3,medium,,description
stream,/ˈstrim/,n./v.,小河；溪流,3,low,,nature
street,/ˈstrit/,n./adj.,街；街道,1,high,,description
strength,/ˈstrɛŋkθ/,n.,力量；力气,2,high,,description
strengthen,/ˈstrɛŋθən/,v.,加强；增强,2,high,,action
stress,/ˈstrɛs/,n./v.,精神压力；心理负担,1,high,,action
stretch,/ˈstrɛtʃ/,n./v./adj.,伸展；张开,3,low,,action
strict,/ˈstrɪkt/,adj.,严格的；严密的,2,high,,description
strike,/ˈstraɪk/,n./v.,鸣；敲,2,medium,,action
string,/ˈstrɪŋ/,n./v.,细绳；线,3,low,,action
strong,/ˈstrɔŋ/,adj./adv.,强的；坚固的,1,high,,action
structure,/ˈstrəktʃɝ/,n./v.,结构；构造,4,low,,action
struggle,/ˈstrəɡəl/,n./v.,斗争；挣扎,2,medium,,action
student,/ˈstudənt/,n.,学生,1,high,,education
studio,/ˈstudiˌoʊ/,n.,工作室；演播室,2,high,,description
study,/ˈstədi/,n./v.,学习；研究,1,high,,"science,education"
stuff,/ˈstəf/,n./v.,原料；要素,4,low,,action
stupid,/ˈstupəd/,adj.,愚蠢的；笨的,3,low,,description
style,/ˈstaɪl/,n./v.,方式；作风,1,high,,action
subject,/ˈsəbdʒɪkt/,n./v./adj./adv.,科目；主题,2,high,,action
subjective,/səbˈdʒɛktɪv/,adj.,主观的,4,low,,description
submit,/səbˈmɪt/,v.,提交；呈递,3,low,,action
subscribe,/səbsˈkraɪb/,v.,订阅；订购,4,low,,action
subsequent,/ˈsəbsəkwənt/,adj.,后来的；接下去的,4,low,,description
substance,/ˈsəbstəns/,n.,物质；实质,4,low,,description
substantial,/səbˈstænʃəl/,n./adj.,重要材料；有实际价值的东西,4,low,,description
substitute,/ˈsəbstəˌtut/,n./v./adj.,代用品；代替,2,high,,action
subtle,/ˈsətəl/,adj.,微妙的；不明显的,3,low,,"description,reasoning"
suburb,/ˈsəbɝb/,n.,市郊住宅区；郊区,4,low,,description
subway,/ˈsəbˌweɪ/,n./v.,地铁；地道,4,low,,action
