word,official_raw,official_level,teacher_number,pronunciation_source,pronunciation_status,pos_source,meaning_source,frequency_status,paper_hits,source_notes
socialist,socialist**,selective_required,3171,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
society,society,junior,3172,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2011:（全国卷ii）;2012:（新课标）;2015:（新课标Ⅰ）;2022:（全国乙卷）
sock,sock,junior,3173,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
sofa,sofa,junior,3175,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2016:（新课标ⅲ）;2018:（新课标Ⅰ）
soft,soft,junior,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,5,2015:（新课标Ⅰ）;2018:（新课标Ⅰ）;2020:（新课标Ⅲ）;2021:（解析版）;2022:（全国乙卷）
software,software*,required,3177,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2011:（新课标）
soil,soil**,selective_required,3180,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2016:（新课标ⅲ）;2018:（新课标ⅱ）
solar,solar**,selective_required,3181,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2017:（新课标Ⅰ）
soldier,soldier**,selective_required,3182,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
solid,solid**,selective_required,3183,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
solution,solution*,required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,3,2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2019:（新课标Ⅱ）
solve,solve,junior,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,1,2012:（新课标）
some,some,junior,3184,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,30,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
somebody,somebody,junior,3185,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,7,2011:（新课标）;2013:（新课标ii）;2016:（新课标Ⅰ）;2017:（新课标ⅱ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2021:（新课标Ⅰ）
somehow,somehow*,required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,1,2022:（全国甲卷）
someone,someone,junior,3186,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,19,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2015:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2022:（全国乙卷）
something,something,junior,3187,ipa-dict(en_US/CMUdict),corroborated,curated_function_words,teacher_pdf_gloss,historical_partial_2010_2022,20,2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2022:（全国乙卷）
sometimes,sometimes,junior,3188,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,18,2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）
somewhat,somewhat**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
somewhere,somewhere,junior,3189,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2014:（新课标Ⅰ）;2015:（新课标ⅱ）;2019:（新课标Ⅱ）
son,son,junior,3190,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,12,2011:（新课标）;2012:（新课标）;2013:（新课标Ⅰ）;2014:（新课标ⅱ）;2016:（新课标Ⅰ）;2017:（新课标Ⅰ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2020:（新课标Ⅱ）;2022:（全国甲卷）
song,song,junior,3191,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2013:（新课标Ⅰ）;2016:（新课标ⅱ）;2017:（新课标Ⅰ）;2021:（解析版）
soon,soon,junior,3192,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,15,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2017:（新课标Ⅰ）;2018:（新课标Ⅰ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
sorrow,sorrow**,selective_required,3193,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2014:（新课标Ⅰ）;2018:（新课标ⅲ）
sorry,sorry,junior,3194,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2010:（新课标Ⅰ）;2013:（新课标ii）;2016:（新课标Ⅰ）;2017:（新课标ⅱ）;2018:（新课标ⅲ）;2021:（新课标Ⅰ）
sort,sort*,required,3195,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2014:（新课标ⅱ）;2016:（新课标ⅲ）;2018:（新课标ⅱ）;2019:（新课标Ⅰ）;2020:（新课标Ⅰ）;2022:（全国甲卷）
soul,soul**,selective_required,3197,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
sound,sound,junior,3198,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,12,2010:（新课标Ⅱ）;2011:（全国卷ii）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2017:（新课标ⅲ）;2019:（新课标Ⅱ）;2020:（新课标Ⅱ）;2022:（全国甲卷）
soup,soup,junior,3199,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2013:（新课标Ⅰ）;2020:（新课标Ⅲ）
sour,sour**,selective_required,3200,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
source,source*,required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,5,2017:（新课标ⅲ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2021:（新课标Ⅰ）
south,south,junior,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,8,2014:（新课标Ⅰ）;2016:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2020:（新课标Ⅰ）;2020:（新课标Ⅲ）;2021:（解析版）;2022:（全国甲卷）
southern,southern,junior,3202,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2019:（新课标Ⅱ）;2020:（新课标Ⅲ）
southwest,,extension,3203,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2010:（新课标Ⅱ）;2015:（新课标ⅱ）
sow,sow**,selective_required,3205,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
space,space,junior,3206,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,10,2011:（新课标）;2013:（新课标Ⅰ）;2017:（新课标ⅱ）;2018:（新课标Ⅰ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2022:（全国甲卷）
spare,spare,junior,3211,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2010:（新课标Ⅱ）;2017:（新课标ⅱ）;2020:（新课标Ⅱ）
speak,speak,junior,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,16,2010:（新课标Ⅰ）;2011:（全国卷ii）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2016:（新课标Ⅰ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2022:（全国乙卷）
speaker,speaker,junior,3214,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,5,2011:（新课标）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2018:（新课标Ⅰ）;2019:（新课标Ⅰ）
special,special,junior,3216,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,25,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2022:（全国乙卷）;2022:（全国甲卷）
specialist,specialist**,selective_required,3217,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2012:（新课标）;2017:（新课标ⅲ）
species,species**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,1,2020:（新课标Ⅱ）
specific,specific*,required,3218,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,8,2014:（新课标Ⅰ）;2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2018:（新课标ⅱ）;2019:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2022:（全国甲卷）
speech,speech,junior,3219,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2010:（新课标Ⅱ）;2011:（全国卷ii）;2014:（新课标Ⅰ）;2016:（新课标Ⅰ）;2018:（新课标Ⅰ）;2019:（新课标Ⅰ）
speed,speed,junior,3220,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,7,2017:（新课标Ⅰ）;2017:（新课标ⅲ）;2018:（新课标ⅱ）;2019:（新课标Ⅰ）;2020:（新课标Ⅰ）;2022:（全国乙卷）;2022:（全国甲卷）
spell,spell,junior,3221,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2016:（新课标Ⅰ）;2019:（新课标Ⅰ）
spend,spend,junior,3223,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,17,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2016:（新课标ⅱ）;2017:（新课标Ⅰ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅲ）;2019:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
spin,,extension,3224,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
spirit,spirit,junior,3225,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（新课标）;2017:（新课标Ⅰ）;2017:（新课标ⅲ）;2018:（新课标ⅲ）
spiritual,,extension,3226,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2015:（新课标Ⅰ）;2019:（新课标Ⅰ）;2020:（新课标Ⅰ）
splendid,splendid**,selective_required,3228,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
split,,extension,3229,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2020:（新课标Ⅲ）
sponsor,sponsor**,selective_required,3232,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2017:（新课标Ⅰ）;2020:（新课标Ⅱ）
spoon,spoon,junior,3233,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2010:（新课标Ⅱ）;2015:（新课标ⅱ）;2022:（全国甲卷）
sport,sport,junior,3235,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,12,2010:（新课标Ⅱ）;2013:（新课标ii）;2014:（新课标ⅱ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标ⅱ）;2018:（新课标Ⅰ）;2019:（新课标Ⅱ）;2020:（新课标Ⅰ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国乙卷）
spot,spot**,selective_required,3236,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2013:（新课标Ⅰ）;2015:（新课标Ⅰ）;2018:（新课标Ⅰ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2021:（解析版）
spray,,extension,3237,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2020:（新课标Ⅰ）
spread,spread,junior,3238,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,7,2010:（新课标Ⅰ）;2011:（新课标）;2016:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2020:（新课标Ⅱ）
spring,spring,junior,3239,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,7,2010:（新课标Ⅱ）;2014:（新课标Ⅰ）;2016:（新课标Ⅰ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2021:（解析版）;2022:（全国乙卷）
spy,spy**,selective_required,3240,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
square,square,junior,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,3,2013:（新课标Ⅰ）;2015:（新课标ⅱ）;2019:（新课标Ⅲ）
squeeze,,extension,3242,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2018:（新课标ⅱ）;2022:（全国乙卷）
stability,stability**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
stable,,extension,3245,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,2,2019:（新课标Ⅰ）;2020:（新课标Ⅱ）
stadium,stadium**,selective_required,3246,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2021:（新课标Ⅰ）
staff,staff*,required,3247,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2018:（新课标ⅱ）;2020:（新课标Ⅲ）;2022:（全国乙卷）
stage,stage*,required,3248,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2012:（新课标）;2015:（新课标Ⅰ）;2016:（新课标ⅱ）;2017:（新课标Ⅰ）;2018:（新课标ⅲ）;2022:（全国甲卷）
stair,stair*,required,3252,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2022:（全国甲卷）
stamp,stamp,junior,3253,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2014:（新课标Ⅰ）
stand,stand,junior,3254,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,15,2010:（新课标Ⅰ）;2011:（新课标）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2017:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2021:（新课标Ⅰ）;2022:（全国甲卷）
standard,standard,junior,3255,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,6,2010:（新课标Ⅰ）;2011:（新课标）;2013:（新课标Ⅰ）;2014:（新课标ⅱ）;2017:（新课标ⅱ）;2021:（解析版）
star,star,junior,3256,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,11,2010:（新课标Ⅰ）;2012:（新课标）;2013:（新课标Ⅰ）;2016:（新课标ⅲ）;2017:（新课标ⅲ）;2018:（新课标ⅱ）;2019:（新课标Ⅰ）;2019:（新课标Ⅲ）;2020:（新课标Ⅲ）;2021:（解析版）;2022:（全国甲卷）
stare,stare**,selective_required,3257,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2020:（新课标Ⅰ）
start,start,junior,3258,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,29,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
starve,starve**,selective_required,3260,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
state,state,junior,3261,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,15,2010:（新课标Ⅰ）;2011:（全国卷ii）;2012:（新课标）;2013:（新课标ii）;2014:（新课标Ⅰ）;2015:（新课标Ⅰ）;2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2020:（新课标Ⅰ）;2020:（新课标Ⅲ）;2021:（新课标Ⅰ）;2021:（解析版）
statement,,extension,3263,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2020:（新课标Ⅱ）;2020:（新课标Ⅲ）;2022:（全国甲卷）
station,station,junior,3262,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,9,2011:（新课标）;2013:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标ⅱ）;2016:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅱ）;2020:（新课标Ⅰ）;2021:（新课标Ⅰ）
statistic,statistic**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,1,2021:（新课标Ⅰ）
statistics,,extension,3267,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2019:（新课标Ⅱ）;2020:（新课标Ⅲ）
statue,statue**,selective_required,3268,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2013:（新课标Ⅰ）
status,,extension,3269,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2016:（新课标ⅱ）;2019:（新课标Ⅰ）;2021:（解析版）
stay,stay,junior,3270,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,22,2010:（新课标Ⅱ）;2011:（新课标）;2012:（新课标）;2013:（新课标ii）;2013:（新课标Ⅰ）;2014:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标ⅱ）;2017:（新课标ⅲ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅱ）;2019:（新课标Ⅲ）;2020:（新课标Ⅰ）;2020:（新课标Ⅲ）;2021:（解析版）;2022:（全国乙卷）;2022:（全国甲卷）
steady,,extension,3271,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）
steak,steak**,selective_required,3272,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
steal,steal,junior,3273,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
steam,steam**,selective_required,3274,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,3,2016:（新课标Ⅰ）;2016:（新课标ⅲ）;2017:（新课标ⅱ）
steel,steel**,selective_required,3275,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,0,
steep,,extension,3276,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2018:（新课标ⅱ）
step,step,junior,3277,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,12,2012:（新课标）;2015:（新课标Ⅰ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2017:（新课标Ⅰ）;2017:（新课标ⅲ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2019:（新课标Ⅱ）;2020:（新课标Ⅰ）;2021:（新课标Ⅰ）;2022:（全国甲卷）
stick,stick,junior,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,8,2011:（新课标）;2016:（新课标ⅱ）;2017:（新课标Ⅰ）;2017:（新课标ⅲ）;2018:（新课标ⅱ）;2021:（新课标Ⅰ）;2022:（全国乙卷）;2022:（全国甲卷）
still,still,junior,3282,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,21,2010:（新课标Ⅰ）;2010:（新课标Ⅱ）;2011:（全国卷ii）;2012:（新课标）;2013:（新课标Ⅰ）;2014:（新课标ⅱ）;2015:（新课标Ⅰ）;2015:（新课标ⅱ）;2016:（新课标Ⅰ）;2016:（新课标ⅱ）;2016:（新课标ⅲ）;2017:（新课标Ⅰ）;2018:（新课标Ⅰ）;2018:（新课标ⅱ）;2018:（新课标ⅲ）;2019:（新课标Ⅰ）;2019:（新课标Ⅱ）;2020:（新课标Ⅱ）;2021:（新课标Ⅰ）;2021:（解析版）;2022:（全国甲卷）
stimulate,stimulate**,selective_required,,ipa-dict(en_US/CMUdict),corroborated,ECDICT,ECDICT,historical_partial_2010_2022,0,
stomach,stomach,junior,3284,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,1,2010:（新课标Ⅰ）
stone,stone,junior,3286,ipa-dict(en_US/CMUdict),corroborated,ECDICT,teacher_pdf_gloss,historical_partial_2010_2022,4,2016:（新课标ⅱ）;2018:（新课标ⅱ）;2019:（新课标Ⅰ）;2021:（解析版）
