word,field,value,trace_status,selected_source,note
why,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=28;scope=historical_partial_2010_2022
why,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
why,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wide,phonetic,/ˈwaɪd/,confirmed,ipa-dict(en_US/CMUdict),corroborated
wide,pos,n./adj./adv.,confirmed,ECDICT,
wide,meaning_cn,宽阔的,confirmed,teacher_pdf_gloss,
wide,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=7;ECDICT_rank_input=snapshotted
wide,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=7;scope=historical_partial_2010_2022
wide,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wide,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
widespread,phonetic,/ˈwaɪdsˈprɛd/,confirmed,ipa-dict(en_US/CMUdict),corroborated
widespread,pos,adj.,confirmed,ECDICT,
widespread,meaning_cn,分布广的；普遍的,confirmed,teacher_pdf_gloss,
widespread,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=0;ECDICT_rank_input=snapshotted
widespread,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
widespread,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
widespread,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wife,phonetic,/ˈwaɪf/,confirmed,ipa-dict(en_US/CMUdict),corroborated
wife,pos,n.,confirmed,ECDICT,
wife,meaning_cn,妻子,confirmed,teacher_pdf_gloss,
wife,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=5;ECDICT_rank_input=snapshotted
wife,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=5;scope=historical_partial_2010_2022
wife,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wife,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wild,phonetic,/ˈwaɪld/,confirmed,ipa-dict(en_US/CMUdict),corroborated
wild,pos,n./adj./adv.,confirmed,ECDICT,
wild,meaning_cn,未开发的；野生的,confirmed,teacher_pdf_gloss,
wild,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=7;ECDICT_rank_input=snapshotted
wild,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=7;scope=historical_partial_2010_2022
wild,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wild,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wildlife,phonetic,/ˈwaɪldˌlaɪf/,confirmed,ipa-dict(en_US/CMUdict),corroborated
wildlife,pos,n.,confirmed,ECDICT,
wildlife,meaning_cn,野生动物,confirmed,teacher_pdf_gloss,
wildlife,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=5;ECDICT_rank_input=snapshotted
wildlife,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=5;scope=historical_partial_2010_2022
wildlife,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wildlife,tags,nature,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
will,phonetic,/ˈwɪl/,confirmed,ipa-dict(en_US/CMUdict),corroborated
will,pos,v.,confirmed,curated_modal_verbs,
will,meaning_cn,将要；愿意,confirmed,curated_override,
will,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=30;ECDICT_rank_input=snapshotted
will,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=30;scope=historical_partial_2010_2022
will,word_family,,confirmed,P0-B-WFMR-2026-08-13 approved manual decision,controlled update; decision CSV hash is pinned in source-lock.json
will,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
willing,phonetic,/ˈwɪlɪŋ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
willing,pos,adj.,confirmed,ECDICT,
willing,meaning_cn,乐意的；愿意的,confirmed,teacher_pdf_gloss,
willing,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=3;ECDICT_rank_input=snapshotted
willing,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
willing,word_family,willingness,confirmed,P0-B-WFMR-2026-08-13 approved manual decision,controlled update; decision CSV hash is pinned in source-lock.json
willing,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
willingness,phonetic,/ˈwɪlɪŋnəs/,confirmed,ipa-dict(en_US/CMUdict),corroborated
willingness,pos,n.,confirmed,ECDICT,
willingness,meaning_cn,意愿；愿望,confirmed,teacher_pdf_gloss,
willingness,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=0;ECDICT_rank_input=snapshotted
willingness,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
willingness,word_family,willing,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
willingness,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
win,phonetic,/ˈwɪn/,confirmed,ipa-dict(en_US/CMUdict),corroborated
win,pos,n./v.,confirmed,ECDICT,
win,meaning_cn,获胜；赢得,confirmed,teacher_pdf_gloss,
win,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=7;ECDICT_rank_input=snapshotted
win,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=7;scope=historical_partial_2010_2022
win,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
win,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wind,phonetic,/wɪnd/,confirmed,curated_homograph_override,curated
wind,pos,n./v.,confirmed,ECDICT,
wind,meaning_cn,风,confirmed,teacher_pdf_gloss,
wind,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=3;ECDICT_rank_input=snapshotted
wind,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
wind,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wind,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
window,phonetic,/ˈwɪndoʊ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
window,pos,n./v.,confirmed,ECDICT,
window,meaning_cn,窗户；计算机的窗,confirmed,teacher_pdf_gloss,
window,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=8;ECDICT_rank_input=snapshotted
window,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=8;scope=historical_partial_2010_2022
window,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
window,tags,science,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
windy,phonetic,/ˈwaɪndi/,confirmed,ipa-dict(en_US/CMUdict),corroborated
windy,pos,adj.,confirmed,ECDICT,
windy,meaning_cn,有风的；多风的,confirmed,teacher_pdf_gloss,
windy,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=1;ECDICT_rank_input=snapshotted
windy,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
windy,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
windy,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wine,phonetic,/ˈwaɪn/,confirmed,ipa-dict(en_US/CMUdict),corroborated
wine,pos,n./v.,confirmed,ECDICT,
wine,meaning_cn,酒,confirmed,teacher_pdf_gloss,
wine,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=4;ECDICT_rank_input=snapshotted
wine,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=4;scope=historical_partial_2010_2022
wine,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wine,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wing,phonetic,/ˈwɪŋ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
wing,pos,n./v.,confirmed,ECDICT,
wing,meaning_cn,机翼；翅膀,confirmed,teacher_pdf_gloss,
wing,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=4;ECDICT_rank_input=snapshotted
wing,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=4;scope=historical_partial_2010_2022
wing,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wing,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
winner,phonetic,/ˈwɪnɝ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
winner,pos,n.,confirmed,ECDICT,
winner,meaning_cn,获胜者,confirmed,teacher_pdf_gloss,
winner,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=2;ECDICT_rank_input=snapshotted
winner,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
winner,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
winner,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
winter,phonetic,/ˈwɪntɝ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
winter,pos,n./v./adj.,confirmed,ECDICT,
winter,meaning_cn,冬天；冬季,confirmed,teacher_pdf_gloss,
winter,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=11;ECDICT_rank_input=snapshotted
winter,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=11;scope=historical_partial_2010_2022
winter,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
winter,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wipe,phonetic,/ˈwaɪp/,confirmed,ipa-dict(en_US/CMUdict),corroborated
wipe,pos,n./v.,confirmed,ECDICT,
wipe,meaning_cn,擦；擦净,confirmed,teacher_pdf_gloss,
wipe,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=1;ECDICT_rank_input=snapshotted
wipe,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
wipe,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wipe,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wire,phonetic,/ˈwaɪɝ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
wire,pos,n./v.,confirmed,ECDICT,
wire,meaning_cn,电线,confirmed,teacher_pdf_gloss,
wire,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=3;ECDICT_rank_input=snapshotted
wire,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
wire,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wire,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wisdom,phonetic,/ˈwɪzdəm/,confirmed,ipa-dict(en_US/CMUdict),corroborated
wisdom,pos,n.,confirmed,ECDICT,
wisdom,meaning_cn,智慧,confirmed,teacher_pdf_gloss,
wisdom,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=1;ECDICT_rank_input=snapshotted
wisdom,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
wisdom,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wisdom,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wise,phonetic,/ˈwaɪz/,confirmed,ipa-dict(en_US/CMUdict),corroborated
wise,pos,n./v./adj.,confirmed,ECDICT,
wise,meaning_cn,聪明；英明的,confirmed,teacher_pdf_gloss,
wise,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=3;ECDICT_rank_input=snapshotted
wise,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
wise,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wise,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wish,phonetic,/ˈwɪʃ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
wish,pos,n./v.,confirmed,ECDICT,
wish,meaning_cn,愿望；祝愿,confirmed,teacher_pdf_gloss,
wish,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=8;ECDICT_rank_input=snapshotted
wish,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=8;scope=historical_partial_2010_2022
wish,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wish,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
with,phonetic,/ˈwɪð/,confirmed,ipa-dict(en_US/CMUdict),corroborated
with,pos,prep.,confirmed,curated_function_words,
with,meaning_cn,关于；带有,confirmed,teacher_pdf_gloss,
with,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=30;ECDICT_rank_input=snapshotted
with,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=30;scope=historical_partial_2010_2022
with,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
with,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
withdraw,phonetic,/wɪðˈdrɔ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
withdraw,pos,v.,confirmed,ECDICT,
withdraw,meaning_cn,撤回；撤离,confirmed,teacher_pdf_gloss,
withdraw,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=0;ECDICT_rank_input=snapshotted
withdraw,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
withdraw,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
withdraw,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
within,phonetic,/wɪˈðɪn/,confirmed,ipa-dict(en_US/CMUdict),corroborated
within,pos,prep.,confirmed,curated_function_words,
within,meaning_cn,在；里面,confirmed,teacher_pdf_gloss,
within,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=10;ECDICT_rank_input=snapshotted
within,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=10;scope=historical_partial_2010_2022
within,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
within,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
without,phonetic,/wɪˈðaʊt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
without,pos,prep.,confirmed,curated_function_words,
without,meaning_cn,没有,confirmed,teacher_pdf_gloss,
without,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=16;ECDICT_rank_input=snapshotted
without,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=16;scope=historical_partial_2010_2022
without,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
without,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
witness,phonetic,/ˈwɪtnəs/,confirmed,ipa-dict(en_US/CMUdict),corroborated
witness,pos,n./v.,confirmed,ECDICT,
witness,meaning_cn,目击者；见证人,confirmed,teacher_pdf_gloss,
witness,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=3;ECDICT_rank_input=snapshotted
witness,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
witness,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
witness,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wolf,phonetic,/ˈwʊlf/,confirmed,ipa-dict(en_US/CMUdict),corroborated
wolf,pos,n./v.,confirmed,ECDICT,
wolf,meaning_cn,狼,confirmed,teacher_pdf_gloss,
wolf,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=1;ECDICT_rank_input=snapshotted
wolf,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
wolf,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wolf,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
woman,phonetic,/ˈwʊmən/,confirmed,ipa-dict(en_US/CMUdict),corroborated
woman,pos,n./v./adj.,confirmed,ECDICT,
woman,meaning_cn,政治家,confirmed,teacher_pdf_gloss,
woman,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=17;ECDICT_rank_input=snapshotted
woman,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=17;scope=historical_partial_2010_2022
woman,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
woman,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wonder,phonetic,/ˈwəndɝ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
wonder,pos,n./v.,confirmed,ECDICT,
wonder,meaning_cn,奇迹；惊奇,confirmed,ECDICT,
wonder,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=9;ECDICT_rank_input=snapshotted
wonder,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=9;scope=historical_partial_2010_2022
wonder,word_family,wonderful,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wonder,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wonderful,phonetic,/ˈwəndɝfəl/,confirmed,ipa-dict(en_US/CMUdict),corroborated
wonderful,pos,adj.,confirmed,ECDICT,
wonderful,meaning_cn,美妙的；精彩的,confirmed,teacher_pdf_gloss,
wonderful,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=8;ECDICT_rank_input=snapshotted
wonderful,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=8;scope=historical_partial_2010_2022
wonderful,word_family,wonder,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wonderful,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wood,phonetic,/ˈwʊd/,confirmed,ipa-dict(en_US/CMUdict),corroborated
wood,pos,n./v.,confirmed,ECDICT,
wood,meaning_cn,木头；木材,confirmed,teacher_pdf_gloss,
wood,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=3;ECDICT_rank_input=snapshotted
wood,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
wood,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wood,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wooden,phonetic,/ˈwʊdən/,confirmed,ipa-dict(en_US/CMUdict),corroborated
wooden,pos,adj.,confirmed,ECDICT,
wooden,meaning_cn,木制的,confirmed,teacher_pdf_gloss,
wooden,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=2;ECDICT_rank_input=snapshotted
wooden,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
wooden,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wooden,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
wool,phonetic,/ˈwʊl/,confirmed,ipa-dict(en_US/CMUdict),corroborated
wool,pos,n.,confirmed,ECDICT,
wool,meaning_cn,羊毛；羊绒,confirmed,teacher_pdf_gloss,
wool,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=0;ECDICT_rank_input=snapshotted
wool,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
wool,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
wool,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
word,phonetic,/ˈwɝd/,confirmed,ipa-dict(en_US/CMUdict),corroborated
word,pos,n./v.,confirmed,ECDICT,
word,meaning_cn,词；单词,confirmed,teacher_pdf_gloss,
word,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=25;ECDICT_rank_input=snapshotted
word,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=25;scope=historical_partial_2010_2022
word,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
word,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
work,phonetic,/ˈwɝk/,confirmed,ipa-dict(en_US/CMUdict),corroborated
work,pos,n./v.,confirmed,ECDICT,
work,meaning_cn,工作；劳动,confirmed,ECDICT,
work,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=30;ECDICT_rank_input=snapshotted
work,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=30;scope=historical_partial_2010_2022
work,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
work,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
worker,phonetic,/ˈwɝkɝ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
worker,pos,n.,confirmed,ECDICT,
worker,meaning_cn,工人；工作者,confirmed,teacher_pdf_gloss,
worker,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=7;ECDICT_rank_input=snapshotted
worker,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=7;scope=historical_partial_2010_2022
worker,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
worker,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
workforce,phonetic,/ˈwɝkˌfɔrs/,confirmed,ipa-dict(en_US/CMUdict),corroborated
workforce,pos,n.,confirmed,ECDICT,
workforce,meaning_cn,劳动力,confirmed,teacher_pdf_gloss,
workforce,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=0;ECDICT_rank_input=snapshotted
workforce,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
workforce,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
workforce,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
workplace,phonetic,/ˈwɝkˌpleɪs/,confirmed,ipa-dict(en_US/CMUdict),corroborated
workplace,pos,n.,confirmed,ECDICT,
workplace,meaning_cn,工作场所；车间,confirmed,teacher_pdf_gloss,
